customerID,complaint,complaint_number,complaint_clean,keyword,Service Quality,Inconsistent Internet Speed,No Proactive Support,Overcharging,Not Communicated Extra Charges
3714-NTNFO,"I'm dissatisfied that services like online security and device protection are not included in my plan. For the amount I pay monthly, these should be standard offerings.",3,"i'm dissatisfied that services like online security and device protection are not included in my plan. for the amount i pay monthly, these should be standard offerings.",Service Quality,1,0,0,0,0
3714-NTNFO,"The streaming movies service often lags or buffers, making it difficult to enjoy watching. This is frustrating considering it's one of the few services I use.",4,"the streaming movies service often lags or buffers, making it difficult to enjoy watching. this is frustrating considering it's one of the few services i use.",Service Quality,1,0,0,0,0
3346-BRMIS,"The streaming services I signed up for frequently buffer or fail to load altogether, making it impossible to enjoy TV shows or movies. Despite paying for these services, the quality has been very disappointing.",1,"the streaming services i signed up for frequently buffer or fail to load altogether, making it impossible to enjoy tv shows or movies. despite paying for these services, the quality has been very disappointing.",Service Quality,1,0,0,0,0
6898-MDLZW,"The internet speed has been consistently slower than what was advertised for the DSL plan. This has been an ongoing issue, and it’s affecting my ability to work efficiently.",1,"the internet speed has been consistently slower than what was advertised for the dsl plan. this has been an ongoing issue, and it’s affecting my ability to work efficiently.",Inconsistent Internet Speed,0,1,0,0,0
6898-MDLZW,"I contacted tech support for assistance with the slow internet, but the resolution provided didn’t work, and I haven’t received any follow-up on the issue.",2,"i contacted tech support for assistance with the slow internet, but the resolution provided didn’t work, and i haven’t received any follow-up on the issue.",Inconsistent Internet Speed,0,1,0,0,0
7675-OZCZG,"The DSL internet service has been extremely slow since I signed up, making it difficult to even browse websites or complete basic tasks. I've reported this multiple times, but nothing has been done to resolve it.",1,"the dsl internet service has been extremely slow since i signed up, making it difficult to even browse websites or complete basic tasks. i've reported this multiple times, but nothing has been done to resolve it.",Inconsistent Internet Speed,0,1,0,0,0
7675-OZCZG,"Customer support has been unhelpful in addressing my concerns about slow internet speeds. Every time I call, I get generic responses without any real solutions, which is very frustrating.",2,"customer support has been unhelpful in addressing my concerns about slow internet speeds. every time i call, i get generic responses without any real solutions, which is very frustrating.",Inconsistent Internet Speed,0,1,0,0,0
9944-HKVVB,"The streaming services I signed up for, including TV and movies, frequently buffer or fail to load altogether, which makes them unusable. Despite paying a high monthly charge, I am not receiving the quality of service I expected.",1,"the streaming services i signed up for, including tv and movies, frequently buffer or fail to load altogether, which makes them unusable. despite paying a high monthly charge, i am not receiving the quality of service i expected.",Inconsistent Internet Speed,0,1,0,0,0
7389-KBFIT,"The internet connection has been extremely slow and unreliable, making it difficult to work or stream anything. Despite having DSL service, the speeds are not meeting basic expectations.",1,"the internet connection has been extremely slow and unreliable, making it difficult to work or stream anything. despite having dsl service, the speeds are not meeting basic expectations.",Invalid,0,0,0,0,0
2810-FTLEM,"I am extremely dissatisfied with the internet service. Despite paying consistently for 16 months, the connection has been slow and unreliable, and no meaningful assistance has been provided to resolve these issues.",1,"i am extremely dissatisfied with the internet service. despite paying consistently for 16 months, the connection has been slow and unreliable, and no meaningful assistance has been provided to resolve these issues.",Service Quality,1,0,0,0,0
